path,label,source
images/train/00000000.jpg,0,huggingface_trashnet
images/train/00000001.jpg,0,huggingface_trashnet
images/train/00000002.jpg,0,huggingface_trashnet
images/train/00000003.jpg,0,huggingface_trashnet
images/train/00000004.jpg,0,huggingface_trashnet
images/train/00000005.jpg,0,huggingface_trashnet
images/train/00000006.jpg,0,huggingface_trashnet
images/train/00000007.jpg,0,huggingface_trashnet
images/train/00000008.jpg,0,huggingface_trashnet
images/train/00000009.jpg,0,huggingface_trashnet
images/train/00000010.jpg,0,huggingface_trashnet
images/train/00000011.jpg,0,huggingface_trashnet
images/train/00000012.jpg,0,huggingface_trashnet
images/train/00000013.jpg,0,huggingface_trashnet
images/train/00000014.jpg,0,huggingface_trashnet
images/train/00000015.jpg,0,huggingface_trashnet
images/train/00000016.jpg,0,huggingface_trashnet
images/train/00000017.jpg,0,huggingface_trashnet
images/train/00000018.jpg,0,huggingface_trashnet
images/train/00000019.jpg,0,huggingface_trashnet
images/train/00000020.jpg,0,huggingface_trashnet
images/train/00000021.jpg,0,huggingface_trashnet
images/train/00000022.jpg,0,huggingface_trashnet
images/train/00000023.jpg,0,huggingface_trashnet
images/train/00000024.jpg,0,huggingface_trashnet
images/train/00000025.jpg,0,huggingface_trashnet
images/train/00000026.jpg,0,huggingface_trashnet
images/train/00000027.jpg,0,huggingface_trashnet
images/train/00000028.jpg,0,huggingface_trashnet
images/train/00000029.jpg,0,huggingface_trashnet
images/train/00000030.jpg,0,huggingface_trashnet
images/train/00000031.jpg,0,huggingface_trashnet
images/train/00000032.jpg,0,huggingface_trashnet
images/train/00000033.jpg,0,huggingface_trashnet
images/train/00000034.jpg,0,huggingface_trashnet
images/train/00000035.jpg,0,huggingface_trashnet
images/train/00000036.jpg,0,huggingface_trashnet
images/train/00000037.jpg,0,huggingface_trashnet
images/train/00000038.jpg,0,huggingface_trashnet
images/train/00000039.jpg,0,huggingface_trashnet
images/train/00000040.jpg,0,huggingface_trashnet
images/train/00000041.jpg,0,huggingface_trashnet
images/train/00000042.jpg,0,huggingface_trashnet
images/train/00000043.jpg,0,huggingface_trashnet
images/train/00000044.jpg,0,huggingface_trashnet
images/train/00000045.jpg,0,huggingface_trashnet
images/train/00000046.jpg,0,huggingface_trashnet
images/train/00000047.jpg,0,huggingface_trashnet
images/train/00000048.jpg,0,huggingface_trashnet
images/train/00000049.jpg,0,huggingface_trashnet
images/train/00000050.jpg,0,huggingface_trashnet
images/train/00000051.jpg,0,huggingface_trashnet
images/train/00000052.jpg,0,huggingface_trashnet
images/train/00000053.jpg,0,huggingface_trashnet
images/train/00000054.jpg,0,huggingface_trashnet
images/train/00000055.jpg,0,huggingface_trashnet
images/train/00000056.jpg,0,huggingface_trashnet
images/train/00000057.jpg,0,huggingface_trashnet
images/train/00000058.jpg,0,huggingface_trashnet
images/train/00000059.jpg,0,huggingface_trashnet
images/train/00000060.jpg,0,huggingface_trashnet
images/train/00000061.jpg,0,huggingface_trashnet
images/train/00000062.jpg,0,huggingface_trashnet
images/train/00000063.jpg,0,huggingface_trashnet
images/train/00000064.jpg,0,huggingface_trashnet
images/train/00000065.jpg,0,huggingface_trashnet
images/train/00000066.jpg,0,huggingface_trashnet
images/train/00000067.jpg,0,huggingface_trashnet
images/train/00000068.jpg,0,huggingface_trashnet
images/train/00000069.jpg,0,huggingface_trashnet
images/train/00000070.jpg,0,huggingface_trashnet
images/train/00000071.jpg,0,huggingface_trashnet
images/train/00000072.jpg,0,huggingface_trashnet
images/train/00000073.jpg,0,huggingface_trashnet
images/train/00000074.jpg,0,huggingface_trashnet
images/train/00000075.jpg,0,huggingface_trashnet
images/train/00000076.jpg,0,huggingface_trashnet
images/train/00000077.jpg,0,huggingface_trashnet
images/train/00000078.jpg,0,huggingface_trashnet
images/train/00000079.jpg,0,huggingface_trashnet
images/train/00000080.jpg,0,huggingface_trashnet
images/train/00000081.jpg,0,huggingface_trashnet
images/train/00000082.jpg,0,huggingface_trashnet
images/train/00000083.jpg,0,huggingface_trashnet
images/train/00000084.jpg,0,huggingface_trashnet
images/train/00000085.jpg,0,huggingface_trashnet
images/train/00000086.jpg,0,huggingface_trashnet
images/train/00000087.jpg,0,huggingface_trashnet
images/train/00000088.jpg,0,huggingface_trashnet
images/train/00000089.jpg,0,huggingface_trashnet
images/train/00000090.jpg,0,huggingface_trashnet
images/train/00000091.jpg,0,huggingface_trashnet
images/train/00000092.jpg,0,huggingface_trashnet
images/train/00000093.jpg,0,huggingface_trashnet
images/train/00000094.jpg,0,huggingface_trashnet
images/train/00000095.jpg,0,huggingface_trashnet
images/train/00000096.jpg,0,huggingface_trashnet
images/train/00000097.jpg,0,huggingface_trashnet
images/train/00000098.jpg,0,huggingface_trashnet
images/train/00000099.jpg,0,huggingface_trashnet
images/train/00000100.jpg,0,huggingface_trashnet
images/train/00000101.jpg,0,huggingface_trashnet
images/train/00000102.jpg,0,huggingface_trashnet
images/train/00000103.jpg,0,huggingface_trashnet
